sentiment,text,cleaned_text
positive,"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",adp news oct finnish consulting engineering company poyry oyj omx poy v said today awarded eur million usd extension existing consultancy engineering contract venezuel
positive,"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",adp news oct finnish food company raisio oyj omx raivv said today net profit jumped eur million usd first nine months eur million period
positive,"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",adp news sep finnish security privacy software solutions developer stonesoft oyj said today usd million eur order deliver stonegate network security products unnamed russian te
positive,"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",meanwhile electrowatt ekono philippines inc also awarded three year operation maintenance contract fr cement corporation
positive,"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",meanwhile nokia said able deliver complete range services deployment operations consulting integration managed services result buyout
neutral,Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) .,metso paper delivery comprise advantage dct tissue machine including quality control distributed control systems qcs dcs
neutral,Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,net sales totalled eur million operating margin
positive,"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",nevertheless fitch notes business fundamentals three banks currently remain sound
positive,"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets .",nokia controls percent phone sales india africa strong prosition emerging markets
neutral,"Nokia will provide Indosat turnkey services , including civil works , network planning , implementation and integration of a WCDMA 3G-HSPA network .",nokia provide indosat turnkey services including civil works network planning implementation integration wcdma g hspa network
positive,NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -_ 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,nordic business report june metso corporation wins eur equipment order australia communications ltd finnish engineering technology group metso corporation said monday june received eur equipment order australia
positive,"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",sales price sales gain mln euro mln recognized incap earnings
positive,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,outotec net profit second quarter jumped mln euro mln mln euro mln year ago
positive,Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,panostaja oyj panostaja board directors decided december new long term incentive commitment plan members management team
positive,"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",pioneer library system one libraries municipalities arts culture higher education science organizations awarded grants participate big read largest federal reading program u history
